257	44	B	11308	627252					
263	60	B	15780	643032					
264	33	B	8712	651744					
265	58	B	15370	667114					
266	29	B	7714	674828					
267	11	B	2937	677765					
267	29	B	7743	685508					
268	50	B	13400	698908					
270	55	B	14850	713758					
274	22	B	6028	719786					
274	68	B	18632	738418					
276	28	B	7728	746146					
276	61	B	16836	762982					
277	49	B	13573	776555					
278	17	B	4726	781281					
281	28	B	7868	789149					
282	21	B	5922	795071					
282	57	B	16074	811145					
283	10	B	2830	813975					
283	24	B	6792	820767					
284	23	B	6532	827299					
294	13	B	3822	831121					
294	15	B	4410	835531					
297	36	B	10692	846223					
297	64	B	19008	865231					
307	22	B	6754	871985					
308	16	B	4928	876913					
308	53	B	16324	893237					
309	43	B	13287	906524					
311	26	B	8086	914610					
311	68	B	21148	935758					
312	48	B	14976	950734					
315	54	B	17010	967744					
315	56	B	17640	985384					
317	43	B	13631	999015					
318	54	B	17172	1016187					
321	56	B	17976	1034163					
322	31	B	9982	1044145					
323	49	B	15827	1059972					
324	50	B	16200	1076172					
324	65	B	21060	1097232					
325	48	B	15600	1112832					
326	50	B	16300	1129132		5894+1	559-332		
332	13	B	4316	1133448		5895	227		
332	20	B	6640	1140088					
337	68	B	22916	1163004					
346	31	B	10726	1173730					
346	61	B	21106	1194836					
347	36	B	12492	1207328					
349	32	B	11168	1218496					
350	26	B	9100	1227596					
350	57	B	19950	1247546					
351	45	B	15795	1263341					
358	35	B	12530	1275871					
360	17	B	6120	1281991					
360	54	B	19440	1301431					
362	34	B	12308	1313739					
362	48	B	17376	1331115					
363	33	B	11979	1343094					
369	65	B	23985	1367079					
372	21	B	7812	1374891					
374	69	B	25806	1400697					
376	51	B	19176	1419873					
378	42	B	15876	1435749					
378	65	B	24570	1460319					
379	66	B	25014	1485333					
382	23	B	8786	1494119					
382	51	B	19482	1513601					
385	25	B	9625	1523226					
388	21	B	8148	1531374					
391	33	B	12903	1544277					
393	57	B	22401	1566678					
393	69	B	27117	1593795					
394	31	B	12214	1606009					
394	43	B	16942	1622951					
398	49	B	19502	1642453					
399	29	B	11571	1654024					
399	59	B	23541	1677565					
401	52	B	20852	1698417					
403	25	B	10075	1708492					
403	63	B	25389	1733881					
405	36	B	14580	1748461					
407	62	B	25234	1773695					
408	10	B	4080	1777775					
409	56	B	22904	1800679					
409	59	B	24131	1824810					
411	31	B	12741	1837551					
414	43	B	17802	1855353					
416	41	B	17056	1872409					
419	12	B	5028	1877437					
420	39	B	16380	1893817					
426	46	B	19596	1913413					
428	23	B	9844	1923257					
428	53	B	22684	1945941					
430	34	B	14620	1960561					
432	41	B	17712	1978273					
433	40	B	17320	1995593					
437	67	B	29279	2024872					
438	25	B	10950	2035822					
441	62	B	27342	2063164					
443	25	B	11075	2074239					
446	36	B	16056	2090295					
448	21	B	9408	2099703					
449	28	B	12572	2112275					
451	63	B	28413	2140688					
452	34	B	15368	2156056					
453	10	B	4530	2160586					
454	14	B	6356	2166942					
456	69	B	31464	2198406					
457	32	B	14624	2213030					
457	40	B	18280	2231310					
460	19	B	8740	2240050					
463	37	B	17131	2257181					
463	43	B	19909	2277090					
464	18	B	8352	2285442					
465	69	B	32085	2317527					
466	16	B	7456	2324983					
466	45	B	20970	2345953					
467	59	B	27553	2373506					
468	52	B	24336	2397842					
469	17	B	7973	2405815					
470	43	B	20210	2426025					
471	62	B	29202	2455227					
475	36	B	17100	2472327					
476	40	B	19040	2491367					
480	42	B	20160	2511527					
485	27	B	13095	2524622					
486	20	B	9720	2534342					
490	32	B	15680	2550022					
496	18	B	8928	2558950					
497	32	B	15904	2574854					
