2458	1683	2824	2824	2458	1683	6965	
1683	2824	828	2824	1683	828	 	
2824	828	5755	5755	2824	828	 	
828	5755	2652	5755	2652	828	 	
5755	2652	4932	5755	4932	2652	 	
2652	4932	4729	4932	4729	2652	12313	
4932	4729	245	4932	4729	245	 	
4729	245	3927	4729	3927	245	 	
245	3927	2181	3927	2181	245	 	
3927	2181	5516	5516	3927	2181	 	
2181	5516	9705	9705	5516	2181	 	
5516	9705	5850	9705	5850	5516	 	
9705	5850	4881	9705	5850	4881	 	
5850	4881	7250	7250	5850	4881	17981	
4881	7250	1053	7250	4881	1053	 	
7250	1053	772	7250	1053	772	 	
1053	772	8908	8908	1053	772	 	
772	8908	233	8908	772	233	 	
8908	233	8323	8908	8323	233	 	
233	8323	9319	9319	8323	233	 	
8323	9319	6294	9319	8323	6294	23936	
9319	6294	666	9319	6294	666	 	
6294	666	284	6294	666	284	 	
666	284	8130	8130	666	284	 	
284	8130	3100	8130	3100	284	 	
8130	3100	1224	8130	3100	1224	 	
3100	1224	4738	4738	3100	1224	 	
1224	4738	9992	9992	4738	1224	 	
4738	9992	3972	9992	4738	3972	 	
9992	3972	7564	9992	7564	3972	 	
3972	7564	2969	7564	3972	2969	 	
7564	2969	444	7564	2969	444	 	
2969	444	4491	4491	2969	444	 	
444	4491	5554	5554	4491	444	 	
4491	5554	1822	5554	4491	1822	 	
5554	1822	9947	9947	5554	1822	 	
1822	9947	1980	9947	1980	1822	 	
9947	1980	9305	9947	9305	1980	 	
1980	9305	8710	9305	8710	1980	 	
9305	8710	5078	9305	8710	5078	23093	
8710	5078	2853	8710	5078	2853	 	
5078	2853	8059	8059	5078	2853	 	
2853	8059	4846	8059	4846	2853	 	
8059	4846	1115	8059	4846	1115	 	
4846	1115	1165	4846	1165	1115	 	
1115	1165	1032	1165	1115	1032	3312	
1165	1032	1947	1947	1165	1032	 	
1032	1947	2961	2961	1947	1032	 	
1947	2961	373	2961	1947	373	 	
2961	373	3456	3456	2961	373	 	
373	3456	9161	9161	3456	373	 	
3456	9161	7263	9161	7263	3456	 	
9161	7263	9039	9161	9039	7263	25463	
7263	9039	976	9039	7263	976	 	
9039	976	1529	9039	1529	976	 	
976	1529	3664	3664	1529	976	 	
1529	3664	7794	7794	3664	1529	 	
3664	7794	1003	7794	3664	1003	 	
7794	1003	672	7794	1003	672	 	
1003	672	5646	5646	1003	672	 	
672	5646	786	5646	786	672	 	
5646	786	7290	7290	5646	786	 	
786	7290	7246	7290	7246	786	 	
7290	7246	5423	7290	7246	5423	19959	
7246	5423	2993	7246	5423	2993	 	
5423	2993	679	5423	2993	679	 	
2993	679	9031	9031	2993	679	 	
679	9031	5482	9031	5482	679	 	
9031	5482	2301	9031	5482	2301	 	
5482	2301	428	5482	2301	428	 	
2301	428	1265	2301	1265	428	 	
428	1265	8634	8634	1265	428	 	
1265	8634	6215	8634	6215	1265	 	
8634	6215	3366	8634	6215	3366	 	
6215	3366	3251	6215	3366	3251	 	
3366	3251	8321	8321	3366	3251	 	
3251	8321	8997	8997	8321	3251	 	
8321	8997	2358	8997	8321	2358	 	
8997	2358	2893	8997	2893	2358	 	
2358	2893	7327	7327	2893	2358	 	
2893	7327	3715	7327	3715	2893	 	
7327	3715	9786	9786	7327	3715	 	
3715	9786	6668	9786	6668	3715	 	
9786	6668	3891	9786	6668	3891	 	
6668	3891	4492	6668	4492	3891	 	
3891	4492	4536	4536	4492	3891	12919	
4492	4536	6880	6880	4536	4492	 	
4536	6880	5892	6880	5892	4536	17308	
6880	5892	8313	8313	6880	5892	21085	
5892	8313	6330	8313	6330	5892	20535	
8313	6330	183	8313	6330	183	 	
6330	183	1248	6330	1248	183	 	
183	1248	662	1248	662	183	 	
1248	662	4094	4094	1248	662	 	
662	4094	8290	8290	4094	662	 	
4094	8290	7103	8290	7103	4094	 	
8290	7103	7981	8290	7981	7103	23374	
7103	7981	5589	7981	7103	5589	20673	
7981	5589	4441	7981	5589	4441	 	
5589	4441	4866	5589	4866	4441	14896	
4441	4866	4600	4866	4600	4441	13907	
4866	4600	4916	4916	4866	4600	14382	
4600	4916	7005	7005	4916	4600	 	
4916	7005	6863	7005	6863	4916	18784	
7005	6863	2144	7005	6863	2144	16012	
6863	2144	3195	6863	3195	2144	 	
2144	3195	6296	6296	3195	2144	 	
3195	6296	6503	6503	6296	3195	15994	
6296	6503	1940	6503	6296	1940	14739	
6503	1940	9470	9470	6503	1940	 	
1940	9470	9438	9470	9438	1940	20848	
9470	9438	4244	9470	9438	4244	23152	
9438	4244	3028	9438	4244	3028	 	
4244	3028	6749	6749	4244	3028	 	
3028	6749	2524	6749	3028	2524	 	
6749	2524	8690	8690	6749	2524	 	
2524	8690	812	8690	2524	812	 	
8690	812	8009	8690	8009	812	 	
812	8009	8672	8672	8009	812	 	
8009	8672	9846	9846	8672	8009	26527	
8672	9846	3508	9846	8672	3508	 	
9846	3508	5474	9846	5474	3508	 	
3508	5474	9036	9036	5474	3508	 	
5474	9036	1350	9036	5474	1350	 	
9036	1350	2260	9036	2260	1350	 	
1350	2260	5834	5834	2260	1350	 	
2260	5834	3763	5834	3763	2260	 	
5834	3763	5685	5834	5685	3763	15282	
3763	5685	877	5685	3763	877	 	
5685	877	5080	5685	5080	877	 	
877	5080	8316	8316	5080	877	 	
5080	8316	8658	8658	8316	5080	22054	
8316	8658	3285	8658	8316	3285	20259	
8658	3285	9119	9119	8658	3285	21062	
3285	9119	9842	9842	9119	3285	 	
9119	9842	5551	9842	9119	5551	24512	
9842	5551	3287	9842	5551	3287	 	
5551	3287	8335	8335	5551	3287	 	
3287	8335	5981	8335	5981	3287	 	
8335	5981	2683	8335	5981	2683	 	
5981	2683	2143	5981	2683	2143	 	
2683	2143	8226	8226	2683	2143	 	
2143	8226	3573	8226	3573	2143	 	
8226	3573	6843	8226	6843	3573	 	
3573	6843	2677	6843	3573	2677	 	
6843	2677	6955	6955	6843	2677	16475	
2677	6955	5931	6955	5931	2677	 	
6955	5931	6231	6955	6231	5931	19117	
5931	6231	5321	6231	5931	5321	17483	
6231	5321	580	6231	5321	580	 	
5321	580	5562	5562	5321	580	 	
580	5562	3443	5562	3443	580	 	
5562	3443	4590	5562	4590	3443	13595	
3443	4590	6174	6174	4590	3443	 	
4590	6174	333	6174	4590	333	 	
6174	333	8288	8288	6174	333	 	
333	8288	4438	8288	4438	333	 	
8288	4438	6142	8288	6142	4438	 	
4438	6142	8722	8722	6142	4438	 	
6142	8722	9392	9392	8722	6142	24256	
8722	9392	1532	9392	8722	1532	 	
9392	1532	3755	9392	3755	1532	 	
1532	3755	25	3755	1532	25	 	
3755	25	9355	9355	3755	25	 	
25	9355	3271	9355	3271	25	 	
9355	3271	8661	9355	8661	3271	 	
3271	8661	9204	9204	8661	3271	21136	
8661	9204	1881	9204	8661	1881	 	
9204	1881	3380	9204	3380	1881	 	
1881	3380	174	3380	1881	174	 	
3380	174	264	3380	264	174	 	
174	264	8970	8970	264	174	 	
264	8970	769	8970	769	264	 	
8970	769	6915	8970	6915	769	 	
769	6915	5440	6915	5440	769	 	
6915	5440	5514	6915	5514	5440	17869	
5440	5514	7104	7104	5514	5440	18058	
5514	7104	2289	7104	5514	2289	 	
7104	2289	7330	7330	7104	2289	16723	
2289	7330	6998	7330	6998	2289	16617	
7330	6998	4356	7330	6998	4356	18684	
6998	4356	1162	6998	4356	1162	 	
4356	1162	6167	6167	4356	1162	 	
1162	6167	1590	6167	1590	1162	 	
6167	1590	702	6167	1590	702	 	
1590	702	3871	3871	1590	702	 	
702	3871	7882	7882	3871	702	 	
3871	7882	4608	7882	4608	3871	 	
7882	4608	2624	7882	4608	2624	 	
4608	2624	2112	4608	2624	2112	 	
2624	2112	9117	9117	2624	2112	 	
2112	9117	3330	9117	3330	2112	 	
9117	3330	2569	9117	3330	2569	 	
3330	2569	3558	3558	3330	2569	9457	
2569	3558	8509	8509	3558	2569	 	
3558	8509	8276	8509	8276	3558	20343	
8509	8276	6644	8509	8276	6644	23429	
8276	6644	9321	9321	8276	6644	24241	
6644	9321	1478	9321	6644	1478	 	
9321	1478	1717	9321	1717	1478	 	
1478	1717	8178	8178	1717	1478	 	
1717	8178	8713	8713	8178	1717	 	
8178	8713	9044	9044	8713	8178	25935	
8713	9044	8170	9044	8713	8170	25927	
9044	8170	1456	9044	8170	1456	 	
8170	1456	4449	8170	4449	1456	 	
1456	4449	4880	4880	4449	1456	 	
4449	4880	5153	5153	4880	4449	14482	
4880	5153	8045	8045	5153	4880	 	
5153	8045	4159	8045	5153	4159	 	
8045	4159	3740	8045	4159	3740	 	
4159	3740	8885	8885	4159	3740	 	
3740	8885	1424	8885	3740	1424	 	
8885	1424	798	8885	1424	798	 	
1424	798	1417	1424	1417	798	3639	
798	1417	5973	5973	1417	798	 	
1417	5973	6417	6417	5973	1417	 	
5973	6417	9558	9558	6417	5973	 	
6417	9558	6412	9558	6417	6412	 	
9558	6412	3176	9558	6412	3176	 	
6412	3176	6184	6412	6184	3176	15772	
3176	6184	8658	8658	6184	3176	 	
6184	8658	845	8658	6184	845	 	
8658	845	8350	8658	8350	845	 	
845	8350	5055	8350	5055	845	 	
8350	5055	9067	9067	8350	5055	22472	
5055	9067	2812	9067	5055	2812	 	
9067	2812	4742	9067	4742	2812	 	
2812	4742	8218	8218	4742	2812	 	
4742	8218	3848	8218	4742	3848	 	
8218	3848	2118	8218	3848	2118	 	
3848	2118	560	3848	2118	560	 	
2118	560	9276	9276	2118	560	 	
560	9276	7451	9276	7451	560	 	
9276	7451	5444	9276	7451	5444	 	
7451	5444	527	7451	5444	527	 	
5444	527	2527	5444	2527	527	 	
527	2527	9562	9562	2527	527	 	
2527	9562	5547	9562	5547	2527	 	
9562	5547	8679	9562	8679	5547	23788	
5547	8679	7012	8679	7012	5547	21238	
8679	7012	1135	8679	7012	1135	 	
7012	1135	9987	9987	7012	1135	 	
1135	9987	7399	9987	7399	1135	 	
9987	7399	9250	9987	9250	7399	26636	
7399	9250	7888	9250	7888	7399	24537	
9250	7888	8948	9250	8948	7888	26086	
7888	8948	7352	8948	7888	7352	24188	
8948	7352	2823	8948	7352	2823	 	
7352	2823	3048	7352	3048	2823	 	
2823	3048	6908	6908	3048	2823	 	
3048	6908	4542	6908	4542	3048	 	
6908	4542	1417	6908	4542	1417	 	
4542	1417	8382	8382	4542	1417	 	
1417	8382	9128	9128	8382	1417	 	
8382	9128	1130	9128	8382	1130	 	
9128	1130	4251	9128	4251	1130	 	
1130	4251	3651	4251	3651	1130	 	
4251	3651	9179	9179	4251	3651	 	
3651	9179	2739	9179	3651	2739	 	
9179	2739	4570	9179	4570	2739	 	
2739	4570	6671	6671	4570	2739	 	
4570	6671	1254	6671	4570	1254	 	
6671	1254	1830	6671	1830	1254	 	
1254	1830	4709	4709	1830	1254	 	
1830	4709	4114	4709	4114	1830	 	
4709	4114	5915	5915	4709	4114	14738	
4114	5915	9502	9502	5915	4114	 	
5915	9502	1709	9502	5915	1709	 	
9502	1709	9490	9502	9490	1709	20701	
1709	9490	721	9490	1709	721	 	
9490	721	6385	9490	6385	721	 	
721	6385	6603	6603	6385	721	 	
6385	6603	771	6603	6385	771	 	
6603	771	3625	6603	3625	771	 	
771	3625	7604	7604	3625	771	 	
3625	7604	3088	7604	3625	3088	 	
7604	3088	7038	7604	7038	3088	17730	
3088	7038	6128	7038	6128	3088	 	
7038	6128	9028	9028	7038	6128	22194	
6128	9028	4563	9028	6128	4563	 	
9028	4563	742	9028	4563	742	 	
4563	742	8583	8583	4563	742	 	
742	8583	4430	8583	4430	742	 	
8583	4430	2540	8583	4430	2540	 	
4430	2540	2388	4430	2540	2388	 	
2540	2388	1889	2540	2388	1889	6817	
2388	1889	3306	3306	2388	1889	 	
1889	3306	2316	3306	2316	1889	 	
3306	2316	6747	6747	3306	2316	 	
2316	6747	8153	8153	6747	2316	 	
6747	8153	2601	8153	6747	2601	 	
8153	2601	6400	8153	6400	2601	 	
2601	6400	3131	6400	3131	2601	 	
6400	3131	9161	9161	6400	3131	 	
3131	9161	63	9161	3131	63	 	
9161	63	8392	9161	8392	63	 	
63	8392	5933	8392	5933	63	 	
8392	5933	8945	8945	8392	5933	23270	
5933	8945	9920	9920	8945	5933	24798	
8945	9920	841	9920	8945	841	 	
9920	841	8412	9920	8412	841	 	
841	8412	9593	9593	8412	841	 	
8412	9593	7784	9593	8412	7784	25789	
9593	7784	6172	9593	7784	6172	23549	
7784	6172	4301	7784	6172	4301	 	
6172	4301	9540	9540	6172	4301	 	
4301	9540	3182	9540	4301	3182	 	
9540	3182	6651	9540	6651	3182	 	
3182	6651	3932	6651	3932	3182	 	
6651	3932	2381	6651	3932	2381	 	
3932	2381	2456	3932	2456	2381	 	
2381	2456	4851	4851	2456	2381	 	
2456	4851	2881	4851	2881	2456	 	
4851	2881	1932	4851	2881	1932	 	
2881	1932	6375	6375	2881	1932	 	
1932	6375	7866	7866	6375	1932	 	
6375	7866	4610	7866	6375	4610	18851	
7866	4610	6553	7866	6553	4610	19029	
4610	6553	1599	6553	4610	1599	 	
6553	1599	4144	6553	4144	1599	 	
1599	4144	6053	6053	4144	1599	 	
4144	6053	6195	6195	6053	4144	16392	
6053	6195	3242	6195	6053	3242	15490	
6195	3242	8991	8991	6195	3242	 	
3242	8991	6141	8991	6141	3242	 	
8991	6141	2753	8991	6141	2753	 	
6141	2753	9112	9112	6141	2753	 	
2753	9112	5185	9112	5185	2753	 	
9112	5185	2955	9112	5185	2955	 	
5185	2955	222	5185	2955	222	 	
2955	222	9195	9195	2955	222	 	
222	9195	9411	9411	9195	222	 	
9195	9411	6518	9411	9195	6518	25124	
9411	6518	5890	9411	6518	5890	 	
6518	5890	2308	6518	5890	2308	 	
5890	2308	3923	5890	3923	2308	 	
2308	3923	1336	3923	2308	1336	 	
3923	1336	9855	9855	3923	1336	 	
1336	9855	6666	9855	6666	1336	 	
9855	6666	3051	9855	6666	3051	 	
6666	3051	4310	6666	4310	3051	 	
3051	4310	3721	4310	3721	3051	11082	
4310	3721	9976	9976	4310	3721	 	
3721	9976	7225	9976	7225	3721	 	
9976	7225	1205	9976	7225	1205	 	
7225	1205	1478	7225	1478	1205	 	
1205	1478	9267	9267	1478	1205	 	
1478	9267	7913	9267	7913	1478	 	
9267	7913	8030	9267	8030	7913	25210	
7913	8030	6622	8030	7913	6622	22565	
8030	6622	1541	8030	6622	1541	 	
6622	1541	6549	6622	6549	1541	14712	
1541	6549	4590	6549	4590	1541	 	
6549	4590	4678	6549	4678	4590	15817	
4590	4678	3419	4678	4590	3419	12687	
4678	3419	4665	4678	4665	3419	12762	
3419	4665	7020	7020	4665	3419	 	
4665	7020	4190	7020	4665	4190	 	
7020	4190	2302	7020	4190	2302	 	
4190	2302	2993	4190	2993	2302	 	
2302	2993	8244	8244	2993	2302	 	
2993	8244	3307	8244	3307	2993	 	
8244	3307	2497	8244	3307	2497	 	
3307	2497	1796	3307	2497	1796	 	
2497	1796	8319	8319	2497	1796	 	
1796	8319	2930	8319	2930	1796	 	
8319	2930	6296	8319	6296	2930	 	
2930	6296	945	6296	2930	945	 	
6296	945	245	6296	945	245	 	
945	245	3520	3520	945	245	 	
245	3520	7663	7663	3520	245	 	
3520	7663	4797	7663	4797	3520	 	
7663	4797	3520	7663	4797	3520	 	
4797	3520	315	4797	3520	315	 	
3520	315	1522	3520	1522	315	 	
315	1522	1316	1522	1316	315	 	
1522	1316	3706	3706	1522	1316	 	
1316	3706	249	3706	1316	249	 	
3706	249	2984	3706	2984	249	 	
249	2984	860	2984	860	249	 	
2984	860	4995	4995	2984	860	 	
860	4995	6293	6293	4995	860	 	
4995	6293	8299	8299	6293	4995	 	
6293	8299	3746	8299	6293	3746	 	
8299	3746	5340	8299	5340	3746	 	
3746	5340	7367	7367	5340	3746	 	
5340	7367	2517	7367	5340	2517	 	
7367	2517	6795	7367	6795	2517	 	
2517	6795	9199	9199	6795	2517	 	
6795	9199	2299	9199	6795	2299	 	
9199	2299	6689	9199	6689	2299	 	
2299	6689	2530	6689	2530	2299	 	
6689	2530	7355	7355	6689	2530	 	
2530	7355	9273	9273	7355	2530	 	
7355	9273	2117	9273	7355	2117	 	
9273	2117	8482	9273	8482	2117	 	
2117	8482	2506	8482	2506	2117	 	
8482	2506	7222	8482	7222	2506	 	
2506	7222	3596	7222	3596	2506	 	
7222	3596	8652	8652	7222	3596	 	
3596	8652	2848	8652	3596	2848	 	
8652	2848	2683	8652	2848	2683	 	
2848	2683	5764	5764	2848	2683	 	
2683	5764	8480	8480	5764	2683	 	
5764	8480	2701	8480	5764	2701	 	
8480	2701	7039	8480	7039	2701	 	
2701	7039	5330	7039	5330	2701	 	
7039	5330	5317	7039	5330	5317	17686	
5330	5317	9802	9802	5330	5317	 	
5317	9802	764	9802	5317	764	 	
9802	764	5275	9802	5275	764	 	
764	5275	8227	8227	5275	764	 	
5275	8227	5832	8227	5832	5275	 	
8227	5832	4644	8227	5832	4644	 	
5832	4644	8343	8343	5832	4644	 	
4644	8343	5695	8343	5695	4644	 	
8343	5695	1429	8343	5695	1429	 	
5695	1429	8608	8608	5695	1429	 	
1429	8608	5494	8608	5494	1429	 	
8608	5494	3126	8608	5494	3126	 	
5494	3126	59	5494	3126	59	 	
3126	59	9952	9952	3126	59	 	
59	9952	8979	9952	8979	59	 	
9952	8979	2759	9952	8979	2759	 	
8979	2759	3977	8979	3977	2759	 	
2759	3977	3306	3977	3306	2759	10042	
3977	3306	6454	6454	3977	3306	 	
3306	6454	9650	9650	6454	3306	 	
6454	9650	3025	9650	6454	3025	 	
9650	3025	9611	9650	9611	3025	22286	
3025	9611	2230	9611	3025	2230	 	
9611	2230	2598	9611	2598	2230	 	
2230	2598	9269	9269	2598	2230	 	
2598	9269	4728	9269	4728	2598	 	
9269	4728	8339	9269	8339	4728	22336	
4728	8339	970	8339	4728	970	 	
8339	970	1499	8339	1499	970	 	
970	1499	3261	3261	1499	970	 	
1499	3261	7197	7197	3261	1499	 	
3261	7197	4749	7197	4749	3261	 	
7197	4749	4249	7197	4749	4249	 	
4749	4249	8984	8984	4749	4249	 	
4249	8984	9836	9836	8984	4249	23069	
8984	9836	8673	9836	8984	8673	27493	
9836	8673	2580	9836	8673	2580	 	
8673	2580	6178	8673	6178	2580	 	
2580	6178	6179	6179	6178	2580	14937	
6178	6179	6432	6432	6179	6178	18789	
6179	6432	3262	6432	6179	3262	15873	
6432	3262	385	6432	3262	385	 	
3262	385	9971	9971	3262	385	 	
385	9971	5572	9971	5572	385	 	
9971	5572	4399	9971	5572	4399	 	
5572	4399	7226	7226	5572	4399	 	
4399	7226	7551	7551	7226	4399	19176	
7226	7551	5227	7551	7226	5227	20004	
7551	5227	5779	7551	5779	5227	18557	
5227	5779	3183	5779	5227	3183	14189	
5779	3183	3433	5779	3433	3183	 	
3183	3433	4397	4397	3433	3183	11013	
3433	4397	6997	6997	4397	3433	 	
4397	6997	1055	6997	4397	1055	 	
6997	1055	790	6997	1055	790	 	
