-6991	7195	3322	1,67097E+11	1	3526	6	 	
7195	3322	-8700	2,07946E+11	4	1817	7	 	
3322	-8700	-7858	2,27107E+11	5	13236	6	 	
-8700	-7858	-8310	5,6811E+11	3	24868	8	 	
-7858	-8310	2957	1,93092E+11	5	13211	1	 	
-8310	2957	905	22238266350	6	4448	8	 	
2957	905	6001	16059186085	5	9863	3	 	
905	6001	-6712	36452234360	3	194	4	 	
6001	-6712	6702	2,69948E+11	1	5991	1	 	
-6712	6702	7987	3,59286E+11	0	7977	7	 	
6702	7987	2968	1,58874E+11	0	17657	7	 	
7987	2968	-6383	1,51312E+11	0	4572	2	 	
2968	-6383	7167	1,35777E+11	0	3752	2	 	
-6383	7167	4566	2,08881E+11	2	5350	0	 	
7167	4566	795	26015994990	6	12528	8	 	
4566	795	2624	9525041280	6	7985	5	 	
795	2624	818	1706413440	4	4237	7	 	
2624	818	3324	7134739968	6	6766	6	 	
818	3324	-1127	3064349064	0	3015	5	3015	
3324	-1127	-7492	28066140816	0	5295	5	-5295	
-1127	-7492	107	903452788	0	8512	2	 	
-7492	107	8756	7019194864	3	1371	1	 	
107	8756	5273	4940231516	3	14136	6	 	
8756	5273	-1351	62376194188	0	12678	8	 	
5273	-1351	-1010	7195061230	0	2912	2	 	
-1351	-1010	183	249705330	0	2178	8	 	
-1010	183	-1857	343229310	4	2684	4	 	
183	-1857	-2423	823410513	2	4097	7	 	
-1857	-2423	3478	15649299258	5	802	2	 	
-2423	3478	4260	35899846440	3	5315	5	 	
3478	4260	2377	35218297560	5	10115	5	 	
4260	2377	-5283	53495763660	3	1354	4	 	
2377	-5283	4910	61658262810	4	2004	4	 	
-5283	4910	-3186	82643342580	1	3559	9	 	
4910	-3186	-2119	33148067940	1	395	5	 	
-3186	-2119	9806	66201620004	2	4501	1	 	
-2119	9806	-7306	1,51811E+11	3	381	1	 	
9806	-7306	-6417	4,59731E+11	3	3917	7	 	
-7306	-6417	-7428	3,48244E+11	4	21151	1	 	
-6417	-7428	-162	7721807112	5	14007	7	 	
-7428	-162	6483	7801227288	1	1107	7	 	
-162	6483	1885	1979713710	2	8206	6	 	
6483	1885	4096	50054983680	2	12464	4	 	
1885	4096	-1566	12091023360	3	4415	5	 	
4096	-1566	2971	19056992256	1	5501	1	 	
-1566	2971	3361	15637341546	1	4766	6	 	
2971	3361	7843	78316519633	2	14175	5	 	
3361	7843	-454	11967586642	4	10750	0	 	
7843	-454	-9575	34093913150	3	2186	6	 	
-454	-9575	8287	36024003350	6	1742	2	 	
-9575	8287	3288	2,60896E+11	5	2000	0	 	
8287	3288	4949	1,34849E+11	0	16524	4	 	
3288	4949	-511	8315151432	0	7726	6	 	
4949	-511	2893	7316220527	0	7331	1	 	
-511	2893	-6784	10028943232	0	4402	2	 	
2893	-6784	5844	1,14695E+11	5	1953	3	 	
-6784	5844	2906	1,1521E+11	6	1966	6	 	
5844	2906	-2229	37854358056	4	6521	1	 	
2906	-2229	7211	46709065014	3	7888	8	 	
-2229	7211	4299	69099198381	3	9281	1	 	
7211	4299	-2239	69409199271	6	9271	1	 	
4299	-2239	-4747	45692063367	6	2687	7	 	
-2239	-4747	-7740	82264845420	2	14726	6	 	
-4747	-7740	-6167	2,26587E+11	0	18654	4	 	
-7740	-6167	-9920	4,73507E+11	0	23827	7	 	
-6167	-9920	-464	28385960960	0	16551	1	 	
-9920	-464	3260	15005388800	3	7124	4	 	
-464	3260	-1354	2048114560	2	1442	2	 	
3260	-1354	9292	41015259680	3	11198	8	 	
-1354	9292	-9880	1,24304E+11	6	1942	2	 	
9292	-9880	-2184	2,00502E+11	0	2772	2	 	
-9880	-2184	3895	84045998400	0	8169	9	 	
-2184	3895	-6738	57318009840	0	5027	7	 	
3895	-6738	1307	34301574570	4	1536	6	 	
-6738	1307	-5906	52011578796	2	11337	7	 	
1307	-5906	-1841	14210940422	0	6440	0	 	
-5906	-1841	3627	39436175142	0	4120	0	 	
-1841	3627	264	1762809048	0	2050	0	 	
3627	264	-5472	5239593216	4	1581	1	 	
264	-5472	5304	7662200832	6	96	6	 	
-5472	5304	8102	2,35148E+11	5	7934	4	 	
5304	8102	-9070	3,89765E+11	5	4336	6	 	
8102	-9070	9670	7,10601E+11	3	8702	2	 	
-9070	9670	5691	4,9914E+11	0	6291	1	 	
9670	5691	2492	1,3714E+11	0	17853	3	 	
5691	2492	1642	23286798024	0	9825	5	9825	
2492	1642	-8547	34973161608	0	4413	3	 	
1642	-8547	-681	9557272494	0	7586	6	 	
-8547	-681	-3436	19999262052	0	12664	4	 	
-681	-3436	4132	9668532912	3	15	5	 	
-3436	4132	-7935	1,12658E+11	6	7239	9	 	
4132	-7935	-440	14426464800	6	4243	3	 	
-7935	-440	12	41896800	1	8363	3	 	
-440	12	2329	12297120	3	1901	1	 	
12	2329	-2784	77807232	6	443	3	 	
2329	-2784	-6588	42716170368	4	7043	3	 	
-2784	-6588	881	16158413952	2	8491	1	 	
-6588	881	3891	22583472948	1	1816	6	 	
881	3891	3546	12155585166	4	8318	8	 	
3891	3546	5465	75403260990	1	12902	2	 	
3546	5465	-477	9243730530	6	8534	4	 	
5465	-477	-3601	9387104805	1	1387	7	 	
-477	-3601	532	913804164	0	3546	6	 	
-3601	532	-5782	11076762424	0	8851	1	 	
532	-5782	9137	28105631288	0	3887	7	 	
-5782	9137	-8154	4,30777E+11	0	4799	9	 	
9137	-8154	-6921	5,15636E+11	4	5938	8	 	
-8154	-6921	7743	4,36967E+11	2	7332	2	 	
-6921	7743	-2696	1,44477E+11	5	1874	4	 	
7743	-2696	-4977	1,03896E+11	0	70	0	 	
-2696	-4977	-2543	34121953656	0	10216	6	 	
-4977	-2543	8159	1,03264E+11	0	639	9	 	
-2543	8159	3318	68842982166	0	8934	4	 	
8159	3318	6644	1,79863E+11	0	18121	1	 	
3318	6644	-8846	1,95008E+11	0	1116	6	 	
6644	-8846	348	20452942752	4	1854	4	 	
-8846	348	-4593	14139127944	4	13091	1	 	
348	-4593	533	851928012	5	3712	2	 	
-4593	533	4385	10734782565	3	325	5	 	
533	4385	-5149	12034268545	5	231	1	 	
4385	-5149	-7091	1,60103E+11	0	7855	5	-7855	
-5149	-7091	9337	3,40908E+11	0	2903	3	 	
-7091	9337	-8578	5,67938E+11	0	6332	2	 	
9337	-8578	8582	6,87356E+11	0	9341	1	 	
-8578	8582	-8550	6,2942E+11	0	8546	6	 	
8582	-8550	-4724	3,46629E+11	0	4692	2	 	
-8550	-4724	563	22739682600	5	12711	1	 	
-4724	563	8028	21351365136	3	3867	7	 	
563	8028	9073	41007818772	4	17664	4	 	
8028	9073	6811	4,961E+11	0	23912	2	 	
9073	6811	656	40538309168	0	16540	0	 	
6811	656	-1564	6987977024	0	5903	3	 	
656	-1564	931	955191104	0	23	3	 	
-1564	931	-1859	2706860156	0	2492	2	 	
931	-1859	-5076	8785180404	0	6004	4	 	
-1859	-5076	-9090	85775821560	2	16025	5	 	
-5076	-9090	4262	1,96652E+11	3	9904	4	 	
-9090	4262	-6958	2,69564E+11	0	11786	6	 	
4262	-6958	6626	1,96494E+11	0	3930	0	 	
-6958	6626	-4433	2,04378E+11	0	4765	5	-4765	
6626	-4433	-1145	33632151410	4	1048	8	 	
-4433	-1145	7217	36631940345	0	1639	9	 	
-1145	7217	-4875	40284391875	0	1197	7	 	
7217	-4875	8191	2,88183E+11	0	10533	3	 	
-4875	8191	-9166	3,66009E+11	2	5850	0	 	
8191	-9166	-3791	2,84623E+11	5	4766	6	 	
-9166	-3791	-7739	2,68917E+11	6	20696	6	 	
-3791	-7739	3218	94411450682	3	8312	2	 	
-7739	3218	3206	79842551012	0	1315	5	-1315	
3218	3206	438	4518805704	0	6862	2	 	
3206	438	-227	318759756	0	3417	7	 	
438	-227	6826	678681876	5	7037	7	 	
-227	6826	-4059	6289428618	4	2540	0	 	
6826	-4059	-4292	1,18917E+11	6	1525	5	 	
-4059	-4292	5069	88308204732	6	3282	2	 	
-4292	5069	8687	1,88996E+11	0	9464	4	 	
5069	8687	1957	86175326671	0	15713	3	 	
8687	1957	3218	54707477062	0	13862	2	 	
1957	3218	3643	22942251518	4	8818	8	 	
3218	3643	-8908	1,0443E+11	4	2047	7	 	
3643	-8908	9052	2,93754E+11	5	3787	7	 	
-8908	9052	-6320	5,09615E+11	3	6176	6	 	
9052	-6320	-6315	3,61273E+11	6	3583	3	 	
-6320	-6315	5445	2,17314E+11	1	7190	0	 	
-6315	5445	-6528	2,24466E+11	3	7398	8	 	
5445	-6528	-2038	72440628480	3	3121	1	 	
-6528	-2038	-7872	1,0473E+11	2	16438	8	 	
-2038	-7872	-688	11037677568	1	10598	8	 	
-7872	-688	6527	35349814272	3	2033	3	 	
-688	6527	-5323	23903336048	4	516	6	 	
6527	-5323	6510	2,26178E+11	0	7714	4	 	
-5323	6510	5094	1,76521E+11	0	6281	1	 	
6510	5094	6616	2,19399E+11	0	18220	0	 	
5094	6616	660	22243256640	3	12370	0	 	
6616	660	-6411	27994016160	5	865	5	 	
660	-6411	-5461	23106910860	5	11212	2	 	
-6411	-5461	-1406	49224722226	1	13278	8	 	
-5461	-1406	-7379	56657186914	6	14246	6	 	
-1406	-7379	-3486	36166810764	0	12271	1	 	
-7379	-3486	-4191	1,07806E+11	0	15056	6	 	
-3486	-4191	7018	1,02532E+11	0	659	9	 	
-4191	7018	6750	1,98534E+11	5	9577	7	 	
7018	6750	-1450	68688675000	1	12318	8	 	
6750	-1450	-2301	22521037500	3	2999	9	 	
-1450	-2301	3570	11911126500	0	181	1	 	
-2301	3570	3107	25522668990	0	4376	6	 	
3570	3107	1430	15861545700	0	8107	7	 	
3107	1430	3898	17318852980	2	8435	5	 	
1430	3898	5868	32709053520	3	11196	6	 	
3898	5868	3346	76534610544	0	13112	2	 	
5868	3346	6498	1,27584E+11	0	15712	2	 	
3346	6498	7211	1,56784E+11	0	17055	5	17055	
6498	7211	-5505	2,57948E+11	6	8204	4	 	
7211	-5505	7456	2,95978E+11	3	9162	2	 	
-5505	7456	6534	2,6819E+11	2	8485	5	 	
7456	6534	-9310	4,5356E+11	0	4680	0	 	
6534	-9310	2092	1,2726E+11	0	684	4	 	
-9310	2092	-3783	73679675160	0	11001	1	 	
2092	-3783	9735	77043140460	6	8044	4	 	
-3783	9735	-1891	69640811955	1	4061	1	 	
9735	-1891	7013	1,29102E+11	2	14857	7	 	
-1891	7013	-79	1047665057	5	5043	3	 	
7013	-79	-4719	2614453413	5	2215	5	 	
-79	-4719	6356	2369523156	0	1558	8	 	
-4719	6356	-9060	2,71745E+11	0	7423	3	 	
6356	-9060	-7822	4,50433E+11	0	10526	6	 	
-9060	-7822	8377	5,93656E+11	2	8505	5	 	
-7822	8377	5217	3,41843E+11	2	5772	2	 	
8377	5217	-7473	3,26591E+11	5	6121	1	 	
5217	-7473	2853	1,11229E+11	4	597	7	 	
-7473	2853	-7903	1,68496E+11	0	12523	3	 	
2853	-7903	-9137	2,06014E+11	0	14187	7	 	
-7903	-9137	-3194	2,30638E+11	0	20234	4	 	
-9137	-3194	5048	1,47319E+11	4	7283	3	 	
-3194	5048	-3463	55835029456	3	1609	9	 	
5048	-3463	6359	1,11163E+11	1	7944	4	 	
-3463	6359	7539	1,66018E+11	0	10435	5	10435	
6359	7539	-7440	3,56677E+11	0	6458	8	 	
7539	-7440	-961	53902643760	0	862	2	 	
-7440	-961	2599	18582434160	3	5802	2	 	
-961	2599	-7268	18152840252	1	5630	0	 	
2599	-7268	-3011	56876380852	4	7680	0	 	
-7268	-3011	361	7900105228	1	9918	8	 	
-3011	361	-2814	3058736394	0	5464	4	 	
361	-2814	-6209	6307437486	0	8662	2	 	
-2814	-6209	-6509	1,13726E+11	0	15532	2	 	
-6209	-6509	4690	1,89543E+11	0	8028	8	 	
-6509	4690	-824	25154421040	0	2643	3	 	
4690	-824	7954	30738710240	0	11820	0	 	
-824	7954	-981	6429568176	3	6149	9	 	
7954	-981	5449	42517860426	6	12422	2	 	
-981	5449	-3006	16068479814	2	1462	2	 	
5449	-3006	6492	1,06337E+11	6	8935	5	 	
-3006	6492	9628	1,8789E+11	6	13114	4	 	
6492	9628	-5071	3,16963E+11	6	11049	9	 	
9628	-5071	-7791	3,80385E+11	0	3234	4	 	
-5071	-7791	3031	1,19749E+11	0	9831	1	 	
-7791	3031	-1138	26873324898	0	5898	8	 	
3031	-1138	-9631	33219996418	0	7738	8	 	
-1138	-9631	8994	98574941532	4	1775	5	 	
-9631	8994	4712	4,08159E+11	1	4075	5	 	
8994	4712	1345	57000734160	6	15051	1	 	
4712	1345	6042	38292020880	1	12099	9	 	
1345	6042	5461	44378761890	1	12848	8	 	
6042	5461	-4456	1,47027E+11	4	7047	7	 	
5461	-4456	3957	96290492712	1	4962	2	 	
-4456	3957	5786	1,02021E+11	4	5287	7	 	
3957	5786	4318	98861482236	6	14061	1	 	
5786	4318	-3190	79698794120	1	6914	4	 	
4318	-3190	-1257	17314445940	1	129	9	 	
-3190	-1257	6663	26717497290	1	2216	6	 	
-1257	6663	9864	82614856824	3	15270	0	 	
6663	9864	-1882	1,23692E+11	1	14645	5	 	
9864	-1882	41	761125968	1	8023	3	 	
-1882	41	-1250	96452500	4	3091	1	 	
41	-1250	3395	173993750	0	2186	6	 	
-1250	3395	1689	7167693750	0	3834	4	 	
3395	1689	7172	41125359660	0	12256	6	 	
1689	7172	4665	56509514820	3	13526	6	 	
7172	4665	-9406	3,147E+11	4	2431	1	 	
4665	-9406	-4964	2,17815E+11	1	9705	5	 	
-9406	-4964	-1451	67749198184	3	15821	1	 	
-4964	-1451	448	3226838272	0	5967	7	 	
-1451	448	6217	4041348416	0	5214	4	 	
448	6217	-1366	3804605056	0	5299	9	 	
6217	-1366	-8422	71523178084	1	3571	1	 	
-1366	-8422	-104	1196463008	6	9892	2	 	
-8422	-104	-2514	2201982432	6	11040	0	 	
-104	-2514	5341	1396436496	0	2723	3	 	
-2514	5341	5320	71433097680	0	8147	7	 	
5341	5320	985	27987908200	0	11646	6	 	
5320	985	7907	41434261400	0	14212	2	 	
985	7907	-7748	60344484460	1	1144	4	 	
7907	-7748	9581	5,86965E+11	1	9740	0	 	
-7748	9581	-3828	2,84166E+11	5	1995	5	 	
9581	-3828	3548	1,30127E+11	5	9301	1	 	
-3828	3548	1535	20847977040	2	1255	5	 	
3548	1535	9686	52751699480	4	14769	9	 	
1535	9686	8326	1,23791E+11	2	19547	7	 	
9686	8326	7265	5,85891E+11	6	25277	7	 	
8326	7265	7311	4,42231E+11	5	22902	2	 	
7265	7311	3192	1,69541E+11	0	17768	8	 	
7311	3192	-3411	79601524632	0	7092	2	 	
3192	-3411	1373	14949103176	0	1154	4	 	
-3411	1373	-6666	31218897798	4	8704	4	 	
1373	-6666	-5276	48288157368	3	10569	9	 	
-6666	-5276	6163	2,16752E+11	2	5779	9	 	
-5276	6163	3102	1,00865E+11	1	3989	9	 	
6163	3102	936	17894097936	1	10201	1	 	
3102	936	7772	22565784384	3	11810	0	 	
936	7772	576	4190164992	6	9284	4	 	
7772	576	1359	6083797248	4	9707	7	 	
576	1359	-2388	1869288192	2	453	3	 	
1359	-2388	8225	26692526700	0	7196	6	 	
-2388	8225	-5804	1,13998E+11	0	33	3	 	
8225	-5804	-9263	4,42196E+11	0	6842	2	 	
-5804	-9263	4196	2,25587E+11	6	10871	1	 	
-9263	4196	5973	2,32156E+11	5	906	6	 	
4196	5973	-6536	1,6381E+11	2	3633	3	 	
5973	-6536	-4812	1,87858E+11	2	5375	5	 	
-6536	-4812	-1391	43748663712	5	12739	9	 	
-4812	-1391	4388	29371042896	6	1815	5	 	
-1391	4388	-3182	19421998856	1	185	5	 	
4388	-3182	8599	1,20065E+11	2	9805	5	 	
-3182	8599	-2281	62412763058	2	3136	6	 	
8599	-2281	-886	17378286634	2	5432	2	 	
-2281	-886	-6042	12210676572	3	9209	9	 	
-886	-6042	-3310	17719131720	3	10238	8	 	
-6042	-3310	-1241	24818783820	5	10593	3	 	
-3310	-1241	-456	1873115760	5	5007	7	 	
-1241	-456	1524	862425504	3	173	3	 	
-456	1524	525	364845600	0	1593	3	 	
1524	525	-3248	2598724800	0	1199	9	 	
525	-3248	7569	12906658800	0	4846	6	 	
-3248	7569	5876	1,44456E+11	0	10197	7	 	
7569	5876	-9496	4,22339E+11	3	3949	9	 	
5876	-9496	-7850	4,38018E+11	1	11470	0	 	
-9496	-7850	2661	1,98361E+11	5	14685	5	 	
-7850	2661	-4423	92391383550	4	9612	2	 	
2661	-4423	5646	66451178538	3	3884	4	 	
-4423	5646	9736	2,4313E+11	4	10959	9	 	
5646	9736	9959	5,47441E+11	1	25341	1	 	
9736	9959	7023	6,80956E+11	4	26718	8	 	
9959	7023	-8646	6,04719E+11	3	8336	6	 	
7023	-8646	9059	5,5007E+11	2	7436	6	 	
-8646	9059	-3990	3,12513E+11	0	3577	7	 	
9059	-3990	4522	1,6345E+11	0	9591	1	 	
-3990	4522	5045	91025825100	0	5577	7	 	
4522	5045	9506	2,16865E+11	0	19073	3	 	
5045	9506	7292	3,49708E+11	0	21843	3	 	
9506	7292	-4958	3,43677E+11	0	11840	0	 	
7292	-4958	-8945	3,23395E+11	4	6611	1	 	
-4958	-8945	6115	2,71196E+11	6	7788	8	 	
-8945	6115	6062	3,31583E+11	0	3232	2	 	
6115	6062	9626	3,56827E+11	0	21803	3	 	
6062	9626	-6018	3,51167E+11	0	9670	0	 	
9626	-6018	3152	1,82593E+11	3	6760	0	 	
-6018	3152	-894	16958049984	1	3760	0	 	
3152	-894	-8685	24473357280	1	6427	7	 	
-894	-8685	7245	56253005550	0	2334	4	 	
-8685	7245	140	8809195500	0	1300	0	 	
7245	140	-186	188659800	0	7199	9	 	
140	-186	3314	86296560	0	3268	8	 	
-186	3314	-4455	2746079820	1	1327	7	 	
3314	-4455	7787	1,14966E+11	6	6646	6	 	
-4455	7787	-4917	1,70576E+11	6	1585	5	 	
7787	-4917	7257	2,77861E+11	3	10127	7	 	
-4917	7257	-6747	2,40751E+11	6	4407	7	 	
7257	-6747	-6820	3,33928E+11	4	6310	0	 	
-6747	-6820	7154	3,29188E+11	0	6413	3	 	
-6820	7154	-7527	3,67244E+11	0	7193	3	 	
7154	-7527	-9558	5,14681E+11	0	9931	1	 	
-7527	-9558	-9121	6,56193E+11	0	26206	6	 	
-9558	-9121	3339	2,91089E+11	0	15340	0	 	
-9121	3339	6273	1,91044E+11	0	491	1	 	
3339	6273	7232	1,51478E+11	0	16844	4	 	
6273	7232	-8507	3,85931E+11	2	4998	8	 	
7232	-8507	-1303	80163979072	2	2578	8	 	
-8507	-1303	5377	59602007117	2	4433	3	 	
-1303	5377	-3238	22686175978	4	836	6	 	
5377	-3238	-6038	1,05126E+11	2	3899	9	 	
-3238	-6038	-3685	72045597140	6	12961	1	 	
-6038	-3685	-9571	2,12955E+11	3	19294	4	 	
-3685	-9571	4630	1,63296E+11	4	8626	6	 	
-9571	4630	-6056	2,68364E+11	6	10997	7	 	
4630	-6056	-2020	56639345600	5	3446	6	 	
-6056	-2020	9168	1,12153E+11	6	1092	2	 	
-2020	9168	-3679	68132725440	3	3469	9	 	
9168	-3679	-6996	2,35969E+11	4	1507	7	 	
-3679	-6996	7404	1,90566E+11	4	3271	1	 	
